name,nlmImageFileName,full_path,exists
nabumetone 750 MG Oral Tablet,49884-0196-05_NLMIMAGE10_AD08D696.jpg,600\49884-0196-05_NLMIMAGE10_AD08D696.jpg,True
Fenofibrate 160 MG Oral Tablet [Lofibra],57844-0692-98_NLMIMAGE10_273613E0.jpg,600\57844-0692-98_NLMIMAGE10_273613E0.jpg,True
Flecainide Acetate 150 MG Oral Tablet,00555-0861-02_NLMIMAGE10_482F2419.jpg,600\00555-0861-02_NLMIMAGE10_482F2419.jpg,True
Estradiol 0.5 MG Oral Tablet,00555-0899-02_NLMIMAGE10_442F2209.jpg,600\00555-0899-02_NLMIMAGE10_442F2209.jpg,True
Theophylline 450 MG Extended Release Oral Tablet,50111-0518-01_NLMIMAGE10_A82FD45E.jpg,600\50111-0518-01_NLMIMAGE10_A82FD45E.jpg,True
Trazodone Hydrochloride 300 MG Oral Tablet,00555-0733-02_NLMIMAGE10_3B2F1D88.jpg,600\00555-0733-02_NLMIMAGE10_3B2F1D88.jpg,True
Nimodipine 30 MG Oral Capsule,00555-0980-37_NLMIMAGE10_96304B32.jpg,600\00555-0980-37_NLMIMAGE10_96304B32.jpg,True
{6 (Azithromycin 250 MG Oral Tablet) } Pack,50111-0787-66_NLMIMAGE10_C42FE26F.jpg,600\50111-0787-66_NLMIMAGE10_C42FE26F.jpg,True
Glipizide 5 MG / Metformin hydrochloride 500 MG Oral Tablet,00093-7457-01_NLMIMAGE10_30361860.jpg,600\00093-7457-01_NLMIMAGE10_30361860.jpg,True
quetiapine 400 MG Oral Tablet,00093-8165-01_NLMIMAGE10_473623D1.jpg,600\00093-8165-01_NLMIMAGE10_473623D1.jpg,True
Glipizide 2.5 MG / Metformin hydrochloride 250 MG Oral Tablet,00093-7455-01_NLMIMAGE10_62363151.jpg,600\00093-7455-01_NLMIMAGE10_62363151.jpg,True
Divalproex Sodium 500 MG Delayed Release Oral Tablet,00093-7441-01_NLMIMAGE10_54362A61.jpg,600\00093-7441-01_NLMIMAGE10_54362A61.jpg,True
Glipizide 2.5 MG / Metformin hydrochloride 500 MG Oral Tablet,00093-7456-01_NLMIMAGE10_59362CD1.jpg,600\00093-7456-01_NLMIMAGE10_59362CD1.jpg,True
Cimetidine 400 MG Oral Tablet,00093-8204-01_NLMIMAGE10_35361AD0.jpg,600\00093-8204-01_NLMIMAGE10_35361AD0.jpg,True
armodafinil 250 MG Oral Tablet [Nuvigil],63459-0225-30_NLMIMAGE10_C441E20F.jpg,600\63459-0225-30_NLMIMAGE10_C441E20F.jpg,True
Phentermine Hydrochloride 37.5 MG Oral Tablet [Adipex-P],57844-0009-01_NLMIMAGE10_95354ABA.jpg,600\57844-0009-01_NLMIMAGE10_95354ABA.jpg,True
Cimetidine 300 MG Oral Tablet,00093-8192-01_NLMIMAGE10_39361CE0.jpg,600\00093-8192-01_NLMIMAGE10_39361CE0.jpg,True
levocetirizine dihydrochloride 5 MG Oral Tablet,00093-7701-98_NLMIMAGE10_1B358DDC.jpg,600\00093-7701-98_NLMIMAGE10_1B358DDC.jpg,True
{6 (Acetaminophen 325 MG / Chlorpheniramine Maleate 2 MG / Dextromethorphan Hydrobromide 10 MG / Phenylephrine Hydrochloride 5 MG Oral Tablet) / 6 (Acetaminophen 325 MG / Dextromethorphan Hydrobromide 10 MG / Phenylephrine Hydrochloride 5 MG Oral Tablet) } Pack,50844-0529-02_NLMIMAGE10_B935DC9E.jpg,600\50844-0529-02_NLMIMAGE10_B935DC9E.jpg,True
{6 (Acetaminophen 325 MG / Chlorpheniramine Maleate 2 MG / Dextromethorphan Hydrobromide 10 MG / Phenylephrine Hydrochloride 5 MG Oral Tablet) / 6 (Acetaminophen 325 MG / Dextromethorphan Hydrobromide 10 MG / Phenylephrine Hydrochloride 5 MG Oral Tablet) } Pack,50844-0529-02_NLMIMAGE10_BF35DFFE.jpg,600\50844-0529-02_NLMIMAGE10_BF35DFFE.jpg,True
Niacin 500 MG Extended Release Oral Tablet,00182-4417-01_NLMIMAGE10_1035883C.jpg,600\00182-4417-01_NLMIMAGE10_1035883C.jpg,True
Acyclovir 800 MG Oral Tablet,00093-8947-01_NLMIMAGE10_F9357CFB.jpg,600\00093-8947-01_NLMIMAGE10_F9357CFB.jpg,True
Acyclovir 400 MG Oral Tablet,00093-8943-01_NLMIMAGE10_DD35EE9F.jpg,600\00093-8943-01_NLMIMAGE10_DD35EE9F.jpg,True
atorvastatin 10 MG Oral Tablet,60505-2578-09_NLMIMAGE10_A93854C2.jpg,600\60505-2578-09_NLMIMAGE10_A93854C2.jpg,True
Mirtazapine 15 MG Oral Tablet,60505-0247-01_NLMIMAGE10_9E384F52.jpg,600\60505-0247-01_NLMIMAGE10_9E384F52.jpg,True
atorvastatin 20 MG Oral Tablet,60505-2579-09_NLMIMAGE10_A538D296.jpg,600\60505-2579-09_NLMIMAGE10_A538D296.jpg,True
{3 (Azithromycin 500 MG Oral Tablet) } Pack,50111-0788-55_NLMIMAGE10_DC386E43.jpg,600\50111-0788-55_NLMIMAGE10_DC386E43.jpg,True
Trazodone Hydrochloride 150 MG Oral Tablet,60505-2655-01_NLMIMAGE10_B5395ABA.jpg,600\60505-2655-01_NLMIMAGE10_B5395ABA.jpg,True
24 HR Clarithromycin 500 MG Extended Release Oral Tablet,00591-2805-60_NLMIMAGE10_543A2A11.jpg,600\00591-2805-60_NLMIMAGE10_543A2A11.jpg,True
Chlorzoxazone 500 MG Oral Tablet,00591-2520-01_NLMIMAGE10_B73A5BF2.jpg,600\00591-2520-01_NLMIMAGE10_B73A5BF2.jpg,True
24 HR Bupropion Hydrochloride 300 MG Extended Release Oral Tablet,67767-0142-05_NLMIMAGE10_C13A60A3.jpg,600\67767-0142-05_NLMIMAGE10_C13A60A3.jpg,True
benztropine mesylate 1 MG Oral Tablet,64125-0137-10_NLMIMAGE10_8B3AC5E6.jpg,600\64125-0137-10_NLMIMAGE10_8B3AC5E6.jpg,True
Alendronic acid 70 MG Oral Tablet,16252-0601-44_NLMIMAGE10_753A3AF1.jpg,600\16252-0601-44_NLMIMAGE10_753A3AF1.jpg,True
Calcitriol 0.00025 MG Oral Capsule,23155-0118-01_NLMIMAGE10_EF3977FB.jpg,600\23155-0118-01_NLMIMAGE10_EF3977FB.jpg,True
carvedilol 12.5 MG Oral Tablet,43547-0256-50_NLMIMAGE10_823AC166.jpg,600\43547-0256-50_NLMIMAGE10_823AC166.jpg,True
buspirone hydrochloride 7.5 MG Oral Tablet,49884-0725-01_NLMIMAGE10_4C3AA665.jpg,600\49884-0725-01_NLMIMAGE10_4C3AA665.jpg,True
carvedilol 6.25 MG Oral Tablet,43547-0255-50_NLMIMAGE10_673AB3E5.jpg,600\43547-0255-50_NLMIMAGE10_673AB3E5.jpg,True
Cefuroxime 250 MG Oral Tablet,68180-0302-60_NLMIMAGE10_813A40C2.jpg,600\68180-0302-60_NLMIMAGE10_813A40C2.jpg,True
Divalproex Sodium 250 MG Delayed Release Oral Tablet,29300-0139-05_NLMIMAGE10_AB39D58E.jpg,600\29300-0139-05_NLMIMAGE10_AB39D58E.jpg,True
Divalproex Sodium 500 MG Delayed Release Oral Tablet,29300-0140-05_NLMIMAGE10_AF39D79E.jpg,600\29300-0140-05_NLMIMAGE10_AF39D79E.jpg,True
Divalproex Sodium 500 MG Delayed Release Oral Tablet,62756-0798-13_NLMIMAGE10_AF39D7CE.jpg,600\62756-0798-13_NLMIMAGE10_AF39D7CE.jpg,True
Diltiazem Hydrochloride 90 MG Oral Tablet,00378-0135-01_NLMIMAGE10_243A9224.jpg,600\00378-0135-01_NLMIMAGE10_243A9224.jpg,True
Erythromycin 250 MG Delayed Release Oral Tablet [Ery-Tab],24338-0122-13_NLMIMAGE10_1D3A8EC4.jpg,600\24338-0122-13_NLMIMAGE10_1D3A8EC4.jpg,True
Erythromycin 250 MG Oral Tablet,24338-0102-13_NLMIMAGE10_D939EC9F.jpg,600\24338-0102-13_NLMIMAGE10_D939EC9F.jpg,True
atorvastatin 20 MG Oral Tablet,59762-0156-01_NLMIMAGE10_093A84A4.jpg,600\59762-0156-01_NLMIMAGE10_093A84A4.jpg,True
Azithromycin 250 MG Oral Tablet,60505-2581-00_NLMIMAGE10_003A8024.jpg,600\60505-2581-00_NLMIMAGE10_003A8024.jpg,True
Desmopressin Acetate 0.2 MG Oral Tablet,00591-2465-01_NLMIMAGE10_2439923C.jpg,600\00591-2465-01_NLMIMAGE10_2439923C.jpg,True
Ciprofloxacin 500 MG Oral Tablet,16252-0515-01_NLMIMAGE10_A83A5442.jpg,600\16252-0515-01_NLMIMAGE10_A83A5442.jpg,True
Clonidine Hydrochloride 0.3 MG Oral Tablet,29300-0137-01_NLMIMAGE10_983A4C62.jpg,600\29300-0137-01_NLMIMAGE10_983A4C62.jpg,True
,42192-0353-60_NLMIMAGE10_9B3BCDEE.jpg,600\42192-0353-60_NLMIMAGE10_9B3BCDEE.jpg,True
,42192-0353-60_NLMIMAGE10_963BCB7E.jpg,600\42192-0353-60_NLMIMAGE10_963BCB7E.jpg,True
Amlodipine 5 MG / valsartan 160 MG Oral Tablet [Exforge],00078-0488-15_NLMIMAGE10_233B11A8.jpg,600\00078-0488-15_NLMIMAGE10_233B11A8.jpg,True
Amlodipine 5 MG / Hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet [Exforge HCT],00078-0560-15_NLMIMAGE10_8F3B47AA.jpg,600\00078-0560-15_NLMIMAGE10_8F3B47AA.jpg,True
Amlodipine 10 MG / Hydrochlorothiazide 25 MG / valsartan 320 MG Oral Tablet [Exforge HCT],00078-0563-15_NLMIMAGE10_153B0A88.jpg,600\00078-0563-15_NLMIMAGE10_153B0A88.jpg,True
Raloxifene Hydrochloride 60 MG Oral Tablet [Evista],00002-4165-02_NLMIMAGE10_EF3AF7C7.jpg,600\00002-4165-02_NLMIMAGE10_EF3AF7C7.jpg,True
Glyburide 5 MG Oral Tablet,23155-0058-10_NLMIMAGE10_983B4C2A.jpg,600\23155-0058-10_NLMIMAGE10_983B4C2A.jpg,True
24 HR Isosorbide Mononitrate 30 MG Extended Release Oral Tablet,13668-0104-01_NLMIMAGE10_A23BD14E.jpg,600\13668-0104-01_NLMIMAGE10_A23BD14E.jpg,True
Methocarbamol 500 MG Oral Tablet,31722-0533-05_NLMIMAGE10_B33C59C2.jpg,600\31722-0533-05_NLMIMAGE10_B33C59C2.jpg,True
Methocarbamol 750 MG Oral Tablet,31722-0534-01_NLMIMAGE10_AF3C57B2.jpg,600\31722-0534-01_NLMIMAGE10_AF3C57B2.jpg,True
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,53746-0178-05_NLMIMAGE10_7D3C3EF1.jpg,600\53746-0178-05_NLMIMAGE10_7D3C3EF1.jpg,True
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,62756-0142-02_NLMIMAGE10_E93C74C3.jpg,600\62756-0142-02_NLMIMAGE10_E93C74C3.jpg,True
Metformin hydrochloride 1000 MG Oral Tablet,23155-0104-10_NLMIMAGE10_743C3A71.jpg,600\23155-0104-10_NLMIMAGE10_743C3A71.jpg,True
metaxalone 800 MG Oral Tablet,65162-0553-10_NLMIMAGE10_033C81E4.jpg,600\65162-0553-10_NLMIMAGE10_033C81E4.jpg,True
Ondansetron 8 MG Disintegrating Oral Tablet,62756-0356-60_NLMIMAGE10_823C4132.jpg,600\62756-0356-60_NLMIMAGE10_823C4132.jpg,True
olanzapine 20 MG Oral Tablet,55111-0168-30_NLMIMAGE10_D03C6863.jpg,600\55111-0168-30_NLMIMAGE10_D03C6863.jpg,True
Naproxen 500 MG Delayed Release Oral Tablet,31722-0339-01_NLMIMAGE10_C53C62F3.jpg,600\31722-0339-01_NLMIMAGE10_C53C62F3.jpg,True
Penicillin V Potassium 500 MG Oral Tablet,67253-0201-50_NLMIMAGE10_603CB065.jpg,600\67253-0201-50_NLMIMAGE10_603CB065.jpg,True
Pentoxifylline 400 MG Extended Release Oral Tablet,60505-0033-07_NLMIMAGE10_983C4C42.jpg,600\60505-0033-07_NLMIMAGE10_983C4C42.jpg,True
nabumetone 500 MG Oral Tablet,00591-3670-05_NLMIMAGE10_593C2CF1.jpg,600\00591-3670-05_NLMIMAGE10_593C2CF1.jpg,True
oxcarbazepine 600 MG Oral Tablet,51991-0294-01_NLMIMAGE10_623C3171.jpg,600\51991-0294-01_NLMIMAGE10_623C3171.jpg,True
olanzapine 10 MG Oral Tablet,62756-0554-88_NLMIMAGE10_A63C5302.jpg,600\62756-0554-88_NLMIMAGE10_A63C5302.jpg,True
Mirtazapine 7.5 MG Oral Tablet,59762-1415-03_NLMIMAGE10_4E3CA735.jpg,600\59762-1415-03_NLMIMAGE10_4E3CA735.jpg,True
nabumetone 750 MG Oral Tablet,00591-3671-05_NLMIMAGE10_553C2A81.jpg,600\00591-3671-05_NLMIMAGE10_553C2A81.jpg,True
,13811-0525-01_NLMIMAGE10_903CC806.jpg,600\13811-0525-01_NLMIMAGE10_903CC806.jpg,True
Ascorbic Acid 100 MG / Biotin 0.15 MG / Calcium Pantothenate 5 MG / Folic Acid 1 MG / Niacin 20 MG / pyridoxine 10 MG / Riboflavin 1.7 MG / Thiamine Mononitrate 1.5 MG / Vitamin B 12 0.006 MG Oral Capsule,63044-0622-01_NLMIMAGE10_7D3CBEA5.jpg,600\63044-0622-01_NLMIMAGE10_7D3CBEA5.jpg,True
Sertraline 50 MG Oral Tablet [Zoloft],00049-4900-30_NLMIMAGE10_283D940C.jpg,600\00049-4900-30_NLMIMAGE10_283D940C.jpg,True
Sertraline 25 MG Oral Tablet,31722-0212-05_NLMIMAGE10_7E3D3F19.jpg,600\31722-0212-05_NLMIMAGE10_7E3D3F19.jpg,True
,13811-0515-10_NLMIMAGE10_173D0B88.jpg,600\13811-0515-10_NLMIMAGE10_173D0B88.jpg,True
Verapamil hydrochloride 180 MG Extended Release Oral Tablet,68462-0293-05_NLMIMAGE10_F03CF837.jpg,600\68462-0293-05_NLMIMAGE10_F03CF837.jpg,True
Acetaminophen 325 MG / butalbital 50 MG / Caffeine 40 MG Oral Tablet,46672-0053-50_NLMIMAGE10_6C3E3601.jpg,600\46672-0053-50_NLMIMAGE10_6C3E3601.jpg,True
24 HR Isosorbide Mononitrate 60 MG Extended Release Oral Tablet,13668-0105-01_NLMIMAGE10_5E3E2F41.jpg,600\13668-0105-01_NLMIMAGE10_5E3E2F41.jpg,True
24 HR paliperidone 3 MG Extended Release Oral Tablet [Invega],50458-0550-01_NLMIMAGE10_343E1A40.jpg,600\50458-0550-01_NLMIMAGE10_343E1A40.jpg,True
Ciprofloxacin 500 MG Oral Tablet,16571-0412-50_NLMIMAGE10_BC3DDE7E.jpg,600\16571-0412-50_NLMIMAGE10_BC3DDE7E.jpg,True
Simvastatin 10 MG Oral Tablet,16729-0004-17_NLMIMAGE10_913F48EA.jpg,600\16729-0004-17_NLMIMAGE10_913F48EA.jpg,True
"Estrogens, Conjugated (USP) 0.625 MG Oral Tablet [Premarin]",00046-1102-81_NLMIMAGE10_BF3E5FA2.jpg,600\00046-1102-81_NLMIMAGE10_BF3E5FA2.jpg,True
Hydrochlorothiazide 25 MG / Triamterene 37.5 MG Oral Tablet,60505-2656-05_NLMIMAGE10_A43ED236.jpg,600\60505-2656-05_NLMIMAGE10_A43ED236.jpg,True
Loratadine 10 MG Oral Tablet,45802-0650-87_NLMIMAGE10_D33F69DB.jpg,600\45802-0650-87_NLMIMAGE10_D33F69DB.jpg,True
Naproxen sodium 550 MG Oral Tablet,53746-0194-01_NLMIMAGE10_CF3EE7C7.jpg,600\53746-0194-01_NLMIMAGE10_CF3EE7C7.jpg,True
olanzapine 10 MG Oral Tablet,43598-0166-30_NLMIMAGE10_CE3F676B.jpg,600\43598-0166-30_NLMIMAGE10_CE3F676B.jpg,True
12 HR ranolazine 500 MG Extended Release Oral Tablet [Ranexa],61958-1003-01_NLMIMAGE10_A83ED476.jpg,600\61958-1003-01_NLMIMAGE10_A83ED476.jpg,True
Clonidine Hydrochloride 0.3 MG Oral Tablet,00603-2959-21_NLMIMAGE10_843F422A.jpg,600\00603-2959-21_NLMIMAGE10_843F422A.jpg,True
Verapamil hydrochloride 120 MG Extended Release Oral Tablet,68462-0292-01_NLMIMAGE10_4C3F2609.jpg,600\68462-0292-01_NLMIMAGE10_4C3F2609.jpg,True
Amoxicillin 875 MG Oral Tablet,65862-0015-01_NLMIMAGE10_8A3FC56E.jpg,600\65862-0015-01_NLMIMAGE10_8A3FC56E.jpg,True
{6 (Azithromycin 250 MG Oral Tablet) } Pack,00781-1496-68_NLMIMAGE10_0C400670.jpg,600\00781-1496-68_NLMIMAGE10_0C400670.jpg,True
Ciprofloxacin 250 MG Oral Tablet,55111-0126-01_NLMIMAGE10_F23FF92F.jpg,600\55111-0126-01_NLMIMAGE10_F23FF92F.jpg,True
Divalproex Sodium 125 MG Delayed Release Oral Tablet,29300-0138-01_NLMIMAGE10_4B4025B1.jpg,600\29300-0138-01_NLMIMAGE10_4B4025B1.jpg,True
Fluconazole 150 MG Oral Tablet,16714-0692-10_NLMIMAGE10_10408864.jpg,600\16714-0692-10_NLMIMAGE10_10408864.jpg,True
Fenofibrate 160 MG Oral Tablet,00115-5522-10_NLMIMAGE10_DD406E83.jpg,600\00115-5522-10_NLMIMAGE10_DD406E83.jpg,True
Hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,33342-0057-10_NLMIMAGE10_D740EBA7.jpg,600\33342-0057-10_NLMIMAGE10_D740EBA7.jpg,True
Hydrochlorothiazide 25 MG / Losartan Potassium 100 MG Oral Tablet,13668-0118-90_NLMIMAGE10_7640BB75.jpg,600\13668-0118-90_NLMIMAGE10_7640BB75.jpg,True
pantoprazole 20 MG Delayed Release Oral Tablet,13668-0096-90_NLMIMAGE10_72413979.jpg,600\13668-0096-90_NLMIMAGE10_72413979.jpg,True
pantoprazole 40 MG Delayed Release Oral Tablet,62175-0617-43_NLMIMAGE10_6E413709.jpg,600\62175-0617-43_NLMIMAGE10_6E413709.jpg,True
Microencapsulated Potassium Chloride 10 MEQ Extended Release Oral Tablet,62037-0710-01_NLMIMAGE10_0441823C.jpg,600\62037-0710-01_NLMIMAGE10_0441823C.jpg,True
"Estrogens, Conjugated (USP) 0.3 MG Oral Tablet [Premarin]",00046-1100-81_NLMIMAGE10_F8417C6B.jpg,600\00046-1100-81_NLMIMAGE10_F8417C6B.jpg,True
quinapril 40 MG Oral Tablet,31722-0270-90_NLMIMAGE10_56432B49.jpg,600\31722-0270-90_NLMIMAGE10_56432B49.jpg,True
Amphetamine aspartate 3.125 MG / Amphetamine Sulfate 3.125 MG / Dextroamphetamine saccharate 3.125 MG / Dextroamphetamine Sulfate 3.125 MG Oral Tablet,00555-0776-02_NLMIMAGE10_074203C0.jpg,600\00555-0776-02_NLMIMAGE10_074203C0.jpg,True
Amphetamine aspartate 5 MG / Amphetamine Sulfate 5 MG / Dextroamphetamine saccharate 5 MG / Dextroamphetamine Sulfate 5 MG Oral Tablet,00555-0973-02_NLMIMAGE10_4F4227F1.jpg,600\00555-0973-02_NLMIMAGE10_4F4227F1.jpg,True
Amphetamine aspartate 2.5 MG / Amphetamine Sulfate 2.5 MG / Dextroamphetamine saccharate 2.5 MG / Dextroamphetamine Sulfate 2.5 MG Oral Tablet,00555-0972-02_NLMIMAGE10_D7426BD3.jpg,600\00555-0972-02_NLMIMAGE10_D7426BD3.jpg,True
Amphetamine aspartate 7.5 MG / Amphetamine Sulfate 7.5 MG / Dextroamphetamine saccharate 7.5 MG / Dextroamphetamine Sulfate 7.5 MG Oral Tablet,00555-0974-02_NLMIMAGE10_E5427293.jpg,600\00555-0974-02_NLMIMAGE10_E5427293.jpg,True
Amphetamine aspartate 1.25 MG / Amphetamine Sulfate 1.25 MG / Dextroamphetamine saccharate 1.25 MG / Dextroamphetamine Sulfate 1.25 MG Oral Tablet,00555-0971-02_NLMIMAGE10_EA427503.jpg,600\00555-0971-02_NLMIMAGE10_EA427503.jpg,True
modafinil 200 MG Oral Tablet [Provigil],63459-0201-30_NLMIMAGE10_36429B14.jpg,600\63459-0201-30_NLMIMAGE10_36429B14.jpg,True
Warfarin Sodium 2.5 MG Oral Tablet,00093-1714-01_NLMIMAGE10_0643836C.jpg,600\00093-1714-01_NLMIMAGE10_0643836C.jpg,True
Warfarin Sodium 5 MG Oral Tablet,00093-1721-01_NLMIMAGE10_0F4387BC.jpg,600\00093-1721-01_NLMIMAGE10_0F4387BC.jpg,True
Warfarin Sodium 10 MG Oral Tablet,00093-1720-01_NLMIMAGE10_1D438EAC.jpg,600\00093-1720-01_NLMIMAGE10_1D438EAC.jpg,True
Acyclovir 800 MG Oral Tablet,31722-0778-01_NLMIMAGE10_474423E1.jpg,600\31722-0778-01_NLMIMAGE10_474423E1.jpg,True
Levetiracetam 750 MG Oral Tablet,16714-0356-01_NLMIMAGE10_CD4466D3.jpg,600\16714-0356-01_NLMIMAGE10_CD4466D3.jpg,True
Metronidazole 500 MG Oral Tablet,23155-0065-05_NLMIMAGE10_30451838.jpg,600\23155-0065-05_NLMIMAGE10_30451838.jpg,True
Paroxetine Hydrochloride 30 MG Oral Tablet,60505-0084-02_NLMIMAGE10_A94554FA.jpg,600\60505-0084-02_NLMIMAGE10_A94554FA.jpg,True
Amitriptyline Hydrochloride 150 MG Oral Tablet,00603-2217-21_NLMIMAGE10_31461880.jpg,600\00603-2217-21_NLMIMAGE10_31461880.jpg,True
Carbidopa 25 MG / Levodopa 100 MG Extended Release Oral Tablet,00378-0088-01_NLMIMAGE10_9E464F12.jpg,600\00378-0088-01_NLMIMAGE10_9E464F12.jpg,True
Hydrochlorothiazide 12.5 MG / Losartan Potassium 50 MG Oral Tablet,13668-0116-30_NLMIMAGE10_08468454.jpg,600\13668-0116-30_NLMIMAGE10_08468454.jpg,True
12 HR Guaifenesin 600 MG / Pseudoephedrine Hydrochloride 60 MG Extended Release Oral Tablet [Mucinex D],63824-0057-36_NLMIMAGE10_16468B44.jpg,600\63824-0057-36_NLMIMAGE10_16468B44.jpg,True
oxaprozin 600 MG Oral Tablet,57664-0391-08_NLMIMAGE10_6046B065.jpg,600\57664-0391-08_NLMIMAGE10_6046B065.jpg,True
Paroxetine Hydrochloride 10 MG Oral Tablet,60505-0097-01_NLMIMAGE10_7246B935.jpg,600\60505-0097-01_NLMIMAGE10_7246B935.jpg,True
Paroxetine Hydrochloride 40 MG Oral Tablet,60505-0101-01_NLMIMAGE10_7B46BDB5.jpg,600\60505-0101-01_NLMIMAGE10_7B46BDB5.jpg,True
24 HR Diethylpropion Hydrochloride 75 MG Extended Release Oral Tablet,00591-0782-01_NLMIMAGE10_FA45FD5F.jpg,600\00591-0782-01_NLMIMAGE10_FA45FD5F.jpg,True
Paroxetine Hydrochloride 20 MG Oral Tablet,60505-0083-04_NLMIMAGE10_9B46CDA6.jpg,600\60505-0083-04_NLMIMAGE10_9B46CDA6.jpg,True
ezetimibe 10 MG Oral Tablet [Zetia],66582-0414-54_NLMIMAGE10_9247493A.jpg,600\66582-0414-54_NLMIMAGE10_9247493A.jpg,True
Hydrochlorothiazide 12.5 MG / valsartan 320 MG Oral Tablet,00591-2318-19_NLMIMAGE10_E54772DB.jpg,600\00591-2318-19_NLMIMAGE10_E54772DB.jpg,True
cefpodoxime 100 MG Oral Tablet,16714-0394-01_NLMIMAGE10_F648FB47.jpg,600\16714-0394-01_NLMIMAGE10_F648FB47.jpg,True
Clonidine Hydrochloride 0.1 MG Oral Tablet,29300-0135-05_NLMIMAGE10_B048D836.jpg,600\29300-0135-05_NLMIMAGE10_B048D836.jpg,True
Clonidine Hydrochloride 0.2 MG Oral Tablet,29300-0136-05_NLMIMAGE10_BD48DEF6.jpg,600\29300-0136-05_NLMIMAGE10_BD48DEF6.jpg,True
carvedilol 25 MG Oral Tablet,43547-0257-50_NLMIMAGE10_FF48FFC7.jpg,600\43547-0257-50_NLMIMAGE10_FF48FFC7.jpg,True
Pravastatin Sodium 80 MG Oral Tablet,68382-0073-16_NLMIMAGE10_F449FA4F.jpg,600\68382-0073-16_NLMIMAGE10_F449FA4F.jpg,True
Ondansetron 4 MG Oral Tablet,67877-0169-30_NLMIMAGE10_4B4A2591.jpg,600\67877-0169-30_NLMIMAGE10_4B4A2591.jpg,True
pantoprazole 40 MG Delayed Release Oral Tablet,31722-0713-90_NLMIMAGE10_464A2351.jpg,600\31722-0713-90_NLMIMAGE10_464A2351.jpg,True
Lisinopril 20 MG Oral Tablet,00185-0102-01_NLMIMAGE10_024A0100.jpg,600\00185-0102-01_NLMIMAGE10_024A0100.jpg,True
Fluconazole 200 MG Oral Tablet,16714-0693-01_NLMIMAGE10_B549DACE.jpg,600\16714-0693-01_NLMIMAGE10_B549DACE.jpg,True
gabapentin 800 MG Oral Tablet,65862-0524-05_NLMIMAGE10_2A49956C.jpg,600\65862-0524-05_NLMIMAGE10_2A49956C.jpg,True
Guanfacine 1 MG Oral Tablet,65162-0711-10_NLMIMAGE10_B049587A.jpg,600\65162-0711-10_NLMIMAGE10_B049587A.jpg,True
Amphetamine aspartate 1.875 MG / Amphetamine Sulfate 1.875 MG / Dextroamphetamine saccharate 1.875 MG / Dextroamphetamine Sulfate 1.875 MG Oral Tablet [Adderall],57844-0117-01_NLMIMAGE10_5A4D2D49.jpg,600\57844-0117-01_NLMIMAGE10_5A4D2D49.jpg,True
valsartan 40 MG Oral Tablet,00781-5607-31_NLMIMAGE10_434EA1E5.jpg,600\00781-5607-31_NLMIMAGE10_434EA1E5.jpg,True
Hydrochlorothiazide 25 MG / valsartan 320 MG Oral Tablet,65862-0551-90_NLMIMAGE10_C54DE2CF.jpg,600\65862-0551-90_NLMIMAGE10_C54DE2CF.jpg,True
Hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet,65862-0548-90_NLMIMAGE10_D34DE98F.jpg,600\65862-0548-90_NLMIMAGE10_D34DE98F.jpg,True
Paroxetine Hydrochloride 20 MG Oral Tablet,13107-0155-99_NLMIMAGE10_9C4DCE2E.jpg,600\13107-0155-99_NLMIMAGE10_9C4DCE2E.jpg,True
Ondansetron 8 MG Oral Tablet,65862-0188-30_NLMIMAGE10_514EA8A5.jpg,600\65862-0188-30_NLMIMAGE10_514EA8A5.jpg,True
Ondansetron 4 MG Oral Tablet,63304-0458-30_NLMIMAGE10_F74E7BD3.jpg,600\63304-0458-30_NLMIMAGE10_F74E7BD3.jpg,True
Simvastatin 80 MG Oral Tablet,16714-0685-02_NLMIMAGE10_944E4A12.jpg,600\16714-0685-02_NLMIMAGE10_944E4A12.jpg,True
Sertraline 25 MG Oral Tablet,16714-0611-04_NLMIMAGE10_8F4E47A2.jpg,600\16714-0611-04_NLMIMAGE10_8F4E47A2.jpg,True
glimepiride 1 MG Oral Tablet,69452-0128-20_NLMIMAGE10_174F8BEC.jpg,600\69452-0128-20_NLMIMAGE10_174F8BEC.jpg,True
Ibuprofen 800 MG Oral Tablet [Ibu],55111-0684-05_NLMIMAGE10_504FA80D.jpg,600\55111-0684-05_NLMIMAGE10_504FA80D.jpg,True
lamotrigine 25 MG Oral Tablet,29300-0111-05_NLMIMAGE10_584FAC5D.jpg,600\29300-0111-05_NLMIMAGE10_584FAC5D.jpg,True
Etodolac 400 MG Oral Tablet,60505-0041-01_NLMIMAGE10_814FC0CE.jpg,600\60505-0041-01_NLMIMAGE10_814FC0CE.jpg,True
avanafil 50 MG Oral Tablet [Stendra],62541-0301-30_NLMIMAGE10_5B51ADED.jpg,600\62541-0301-30_NLMIMAGE10_5B51ADED.jpg,True
topiramate 200 MG Oral Tablet,69097-0125-03_NLMIMAGE10_2F5097D4.jpg,600\69097-0125-03_NLMIMAGE10_2F5097D4.jpg,True
